"OBJECTID","PIN","PARCELNB","TOWNSHIP","SECTION_","BLOCK","PARCEL","SHAPE_STAr","SHAPE_STLe","Acres"
122988,"172308203001","0172308203001","1723","082","03","001",56443.00927730000,901.41331951700,52
123469,"172308306062","0172308306062","1723","083","06","062",1546576.68164000000,5492.38377528000,1437
123476,"172300000237","0172300000237","1723","000","00","237",42930.62646480000,878.04722622100,40
123478,"172300000238","0172300000238","1723","000","00","238",62452.79638670000,1301.98238051000,58
123483,"172300000274","0172300000274","1723","000","00","274",2085004.20117000000,7195.96921914000,1937
123484,"172300000140","0172300000140","1723","000","00","140",53795.65869140000,1138.34430483000,50
123486,"172300000137","0172300000137","1723","000","00","137",70794.45605470000,1098.89702508000,66
123549,"172308201036","0172308201036","1723","082","01","036",44071.85791020000,2781.89882104000,41
123550,"172308207015","0172308207015","1723","082","07","015",36166.07128910000,2160.53079681000,34
123554,"172308410050","0172308410050","1723","084","10","050",125625.36669900000,5015.57901274000,117
123573,"172308210001","0172308210001","1723","082","10","001",34981.37158200000,707.83268915700,32
123574,"172308200006","0172308200006","1723","082","00","006",35175.12011720000,1201.20193972000,33
123577,"172308210036","0172308210036","1723","082","10","036",67343.88281250000,1123.37412628000,63
123582,"172308210041","0172308210041","1723","082","10","041",50051.74072270000,3241.70568200000,46
123650,"172308100007","0172308100007","1723","081","00","007",5620892.05029000000,19743.09043030000,5222
123654,"172308214001","0172308214001","1723","082","14","001",142940.69677700000,5694.77075187000,133
123655,"172308200005","0172308200005","1723","082","00","005",4366142.28955000000,22991.98841610000,4056
123670,"172308101068","0172308101068","1723","081","01","068",41553.61279300000,1006.50014366000,39
123671,"172308429035","0172308429035","1723","084","29","035",53170.74365230000,4279.88591150000,49
124014,"172309301059","0172309301059","1723","093","01","059",244396.76513700000,7638.96265127000,227
124026,"172309301060","0172309301060","1723","093","01","060",50075.15966800000,1997.01573523000,47
124071,"172309210006","0172309210006","1723","092","10","006",37594.67236330000,1946.51822854000,35
124126,"172309403002","0172309403002","1723","094","03","002",99015.22509770000,2344.67911538000,92
124142,"172309300001","0172309300001","1723","093","00","001",1177599.19287000000,4479.11647385000,1094
124145,"172309328001","0172309328001","1723","093","28","001",87958.10986330000,1348.08708615000,82
124146,"172309328003","0172309328003","1723","093","28","003",782783.11523400000,4433.18270627000,727
124147,"172309328002","0172309328002","1723","093","28","002",228602.20752000000,2004.60203108000,212
124152,"172309211016","0172309211016","1723","092","11","016",32884.35888670000,3141.97167263000,31
124218,"172309408001","0172309408001","1723","094","08","001",227456.11377000000,1899.32314181000,211
124223,"172309103065","0172309103065","1723","091","03","065",39681.20263670000,917.76482372100,37
124392,"172309103064","0172309103064","1723","091","03","064",98985.75048830000,2323.05252347000,92
124475,"172316204052","0172316204052","1723","162","04","052",53767.57958980000,2430.18911850000,50
124493,"172316204070","0172316204070","1723","162","04","070",277208.68310500000,2696.59163224000,258
124936,"172316106002","0172316106002","1723","161","06","002",104056.96533200000,1254.23945542000,97
125007,"172316309031","0172316309031","1723","163","09","031",34550.65917970000,1399.19945057000,32
125095,"172316106001","0172316106001","1723","161","06","001",125284.89843800000,1367.76005880000,116
125096,"172316310011","0172316310011","1723","163","10","011",34646.43554690000,1716.35136498000,32
125145,"172316217021","0172316217021","1723","162","17","021",39313.07177730000,2280.53676821000,37
125151,"172316103036","0172316103036","1723","161","03","036",51471.62451170000,2319.15565539000,48
125204,"172316120001","0172316120001","1723","161","20","001",462214.11084000000,2800.00842060000,429
125212,"172316203001","0172316203001","1723","162","03","001",34472.26660160000,836.54100036900,32
125214,"172300000065","0172300000065","1723","000","00","065",1086561.44678000000,10813.84876040000,1009
125218,"172316121004","0172316121004","1723","161","21","004",45480.22607420000,902.91818866800,42
125222,"172316121009","0172316121009","1723","161","21","009",43851.97802730000,854.01427717100,41
125226,"172316121014","0172316121014","1723","161","21","014",64573.84814450000,1027.40415607000,60
125235,"172316400004","0172316400004","1723","164","00","004",3254187.22510000000,7733.91250338000,3023
125573,"172317321001","0172317321001","1723","173","21","001",223325.39550800000,1946.42839874000,207
125966,"172317216001","0172317216001","1723","172","16","001",866396.56543000000,4096.42554682000,805
125967,"172317415001","0172317415001","1723","174","15","001",130539.40478500000,1410.64248596000,121
126203,"172317406066","0172317406066","1723","174","06","066",1721583.42139000000,7580.39834004000,1599
126204,"172317406065","0172317406065","1723","174","06","065",132523.59082000000,2215.06770759000,123
126357,"172317406067","0172317406067","1723","174","06","067",744998.97021500000,5242.38857341000,692
126370,"172317102037","0172317102037","1723","171","02","037",336875.14160200000,3113.31667411000,313
126372,"172317104028","0172317104028","1723","171","04","028",42583.90673830000,913.71818814400,40
126548,"172317102034","0172317102034","1723","171","02","034",1716507.69629000000,7345.52794645000,1595
126551,"172317406069","0172317406069","1723","174","06","069",36562.33740230000,1290.86059927000,34
126820,"172317340001","0172317340001","1723","173","40","001",653090.54199200000,3214.92895545000,607
126821,"172317210005","0172317210005","1723","172","10","005",807465.76220700000,3856.86979223000,750
126951,"172317115004","0172317115004","1723","171","15","004",461308.56298800000,2723.17205030000,429
127077,"172300000066","0172300000066","1723","000","00","066",559954.83691400000,5762.92258827000,520
127078,"172317115002","0172317115002","1723","171","15","002",76523.70458980000,1378.32230144000,71
127079,"172317116001","0172317116001","1723","171","16","001",330788.27490200000,2292.91641596000,307
127080,"172317200002","0172317200002","1723","172","00","002",716005.12451200000,3904.44705465000,665
127081,"172300000171","0172300000171","1723","000","00","171",551370.96875000000,5674.87080485000,512
127083,"172317204030","0172317204030","1723","172","04","030",74379.40478520000,1232.71274230000,69
127122,"172300000160","0172300000160","1723","000","00","160",125135.98388700000,1438.62423067000,116
127123,"172300000161","0172300000161","1723","000","00","161",124932.84765600000,1437.14978624000,116
127178,"172300000200","0172300000200","1723","000","00","200",35840.56494140000,757.87452371600,33
127179,"172300000201","0172300000201","1723","000","00","201",45916.40136720000,860.71801285900,43
127180,"172318300001","0172318300001","1723","183","00","001",5833947.71387000000,11694.49177890000,5420
127181,"172300000145","0172300000145","1723","000","00","145",109542.80810500000,1329.97313980000,102
127185,"172318203009","0172318203009","1723","182","03","009",52484.26904300000,1065.43477444000,49
127186,"172318203008","0172318203008","1723","182","03","008",78831.09082030000,1198.18452424000,73
127188,"172318203006","0172318203006","1723","182","03","006",50984.52685550000,1190.07593737000,47
127381,"172318206002","0172318206002","1723","182","06","002",34940.80712890000,2465.11812871000,32
127382,"172300000189","0172300000189","1723","000","00","189",1851838.95361000000,6671.47927434000,1720
127383,"172300000147","0172300000147","1723","000","00","147",1464459.15771000000,5045.39812710000,1361
127394,"172318100001","0172318100001","1723","181","00","001",182809.51611300000,1804.19015758000,170
127454,"172318100003","0172318100003","1723","181","00","003",137868.97949200000,1493.24124290000,128
127456,"172318100004","0172318100004","1723","181","00","004",384375.18554700000,2724.48454417000,357
127458,"172318300002","0172318300002","1723","183","00","002",4011375.06152000000,11714.80481820000,3727
127459,"172318219001","0172318219001","1723","182","19","001",97691.75634770000,1221.51357012000,91
127462,"172300000194","0172300000194","1723","000","00","194",775980.39648400000,5851.03644304000,721
127463,"172300000196","0172300000196","1723","000","00","196",2662019.39160000000,8598.62968818000,2473
127464,"172300000150","0172300000150","1723","000","00","150",568061.38720700000,3473.14970817000,528
127465,"172318103006","0172318103006","1723","181","03","006",43337.90087890000,1680.83254070000,40
127468,"172318114001","0172318114001","1723","181","14","001",78318.21679690000,1127.80653429000,73
127469,"172318113001","0172318113001","1723","181","13","001",34796.91455080000,1725.88287205000,32
127628,"172300000075","0172300000075","1723","000","00","075",1135192.94482000000,10734.74701430000,1055
152461,"172128215002","0172128215002","1721","282","15","002",59317.56103520000,992.07902241400,55
152462,"172128215001","0172128215001","1721","282","15","001",125990.52734400000,1429.65413510000,117
152488,"172128300113","0172128300113","1721","283","00","113",104468.18896500000,1351.62863202000,97
152557,"172310301004","0172310301004","1723","103","01","004",214335.21826200000,2712.29012282000,199
152558,"172310301005","0172310301005","1723","103","01","005",155577.09960900000,2810.87721661000,145
152559,"172310303001","0172310303001","1723","103","03","001",233705.42285200000,5755.86971484000,217
152560,"172310303002","0172310303002","1723","103","03","002",128583.08056600000,2136.97805399000,119
152562,"172310302001","0172310302001","1723","103","02","001",100631.80517600000,2114.72688968000,93
152563,"172310301002","0172310301002","1723","103","01","002",1256807.95752000000,4937.92895014000,1168
152564,"172310301003","0172310301003","1723","103","01","003",112151.07568400000,1596.36703465000,104
152565,"172310301001","0172310301001","1723","103","01","001",84437.62304690000,1238.44369344000,78
152802,"172107319003","0172107319003","1721","073","19","003",46376.13818360000,907.13213846200,43
152803,"172107319002","0172107319002","1721","073","19","002",125215.40039100000,1489.88950211000,116
152804,"172107314020","0172107314020","1721","073","14","020",59872.12402340000,986.13146946300,56
152806,"172107314021","0172107314021","1721","073","14","021",54961.49023440000,937.90489009000,51
152807,"172107314022","0172107314022","1721","073","14","022",45049.41064450000,852.93437217700,42
152808,"172107314023","0172107314023","1721","073","14","023",54624.43212890000,934.97314960300,51
152809,"172107314026","0172107314026","1721","073","14","026",72448.80957030000,1103.23467595000,67
152810,"172107314025","0172107314025","1721","073","14","025",94067.69531250000,1249.25375485000,87
152811,"172107314024","0172107314024","1721","073","14","024",51834.09277340000,912.33196252600,48
152812,"172107314027","0172107314027","1721","073","14","027",613708.46093800000,4276.81371136000,570
152896,"172112303078","0172112303078","1721","123","03","078",41924.16064450000,812.53346974300,39
152898,"172112303072","0172112303072","1721","123","03","072",40452.33837890000,809.57930692600,38
152899,"172112303073","0172112303073","1721","123","03","073",47285.91455080000,855.86577156500,44
152902,"172112303067","0172112303067","1721","123","03","067",53187.14892580000,1012.87032401000,49
152903,"172112303075","0172112303075","1721","123","03","075",46267.60107420000,857.68669477400,43
152904,"172112303068","0172112303068","1721","123","03","068",42853.74023440000,943.94951728300,40
152905,"172112303065","0172112303065","1721","123","03","065",48080.19482420000,965.94596388100,45
152906,"172112303066","0172112303066","1721","123","03","066",42009.63769530000,923.21712445400,39
152907,"172112303077","0172112303077","1721","123","03","077",40868.92919920000,894.94842203500,38
152908,"172112303076","0172112303076","1721","123","03","076",78340.08984380000,1145.18690985000,73
152946,"172128202022","0172128202022","1721","282","02","022",36749.82812500000,764.15962372800,34
152947,"172128202021","0172128202021","1721","282","02","021",33264.40332030000,743.21779232100,31
152949,"172128202019","0172128202019","1721","282","02","019",38148.34863280000,787.21827595500,35
153024,"172316200013","0172316200013","1723","162","00","013",1268052.37109000000,5903.11012000000,1178
153026,"172316201004","0172316201004","1723","162","01","004",76547.58642580000,1611.84894760000,71
153030,"172316201008","0172316201008","1723","162","01","008",38418.03857420000,1337.38161200000,36
153101,"172309100009","0172309100009","1723","091","00","009",7310011.83887000000,18187.26510530000,6791
153399,"172128207003","0172128207003","1721","282","07","003",52295.20654300000,924.18534811700,49
153404,"172128300098","0172128300098","1721","283","00","098",161642.24658200000,1885.57324053000,150
153433,"172315100001","0172315100001","1723","151","00","001",16149893.76810000000,39487.78677790000,15004
153441,"172300000280","0172300000280","1723","000","00","280",191734.55224600000,1820.71782144000,178
153443,"172300000039","0172300000039","1723","000","00","039",103466.14111300000,1296.06204827000,96
153473,"172129404017","0172129404017","1721","294","04","017",104528.07617200000,1311.31367836000,97
153889,"172114102003","0172114102003","1721","141","02","003",148383.91210900000,1565.07079956000,138
153890,"172114102004","0172114102004","1721","141","02","004",144645.40283200000,1542.33389954000,134
153891,"172114104002","0172114104002","1721","141","04","002",138282.59765600000,1615.46859120000,128
153893,"172114102007","0172114102007","1721","141","02","007",65438.48144530000,1023.64235290000,61
153894,"172114102006","0172114102006","1721","141","02","006",53196.98828130000,930.61477762500,49
153895,"172114102005","0172114102005","1721","141","02","005",65214.50976560000,999.11221340100,61
153896,"172114104001","0172114104001","1721","141","04","001",51228.95214840000,905.98708066100,48
153897,"172114104004","0172114104004","1721","141","04","004",38781.84277340000,821.20108589800,36
153898,"172114104003","0172114104003","1721","141","04","003",98062.30664060000,1354.35268473000,91
153899,"172114102002","0172114102002","1721","141","02","002",54035.46093750000,923.87532493600,50
153903,"172113100001","0172113100001","1721","131","00","001",15693521.46730000000,28360.07102180000,14580
154297,"172111301001","0172111301001","1721","113","01","001",869569.82275400000,4039.46980297000,808
154299,"172111301002","0172111301002","1721","113","01","002",115172.14306600000,2729.29822198000,107
155169,"172102129004","0172102129004","1721","021","29","004",210965.10205100000,1963.04737807000,196
155598,"172128114001","0172128114001","1721","281","14","001",296113.66015600000,2498.66840741000,275
155611,"172122201014","0172122201014","1721","222","01","014",1089244.77686000000,4916.47815516000,1012
155612,"172122201013","0172122201013","1721","222","01","013",333680.55419900000,2685.42524366000,310
155613,"172122201015","0172122201015","1721","222","01","015",262257.55468800000,2790.93674473000,244
157438,"172128309001","0172128309001","1721","283","09","001",98372.00634770000,1311.54611458000,91
157455,"172316121012","0172316121012","1723","161","21","012",159090.57568400000,1762.59876525000,148
157468,"172317214012","0172317214012","1723","172","14","012",68958.85058590000,1051.50998512000,64
157469,"172317214013","0172317214013","1723","172","14","013",45543.78466800000,902.49462625400,42
157470,"172317214011","0172317214011","1723","172","14","011",45658.24121090000,908.78499905600,42
157471,"172317214014","0172317214014","1723","172","14","014",53642.65429690000,961.24930373900,50
157472,"172317214010","0172317214010","1723","172","14","010",56976.90039060000,963.43070897000,53
157473,"172317214001","0172317214001","1723","172","14","001",89358.22167970000,1245.48108768000,83
157475,"172317215008","0172317215008","1723","172","15","008",45129.00927730000,891.71736256900,42
157476,"172317215005","0172317215005","1723","172","15","005",47900.04736330000,938.81873470500,45
157477,"172317215006","0172317215006","1723","172","15","006",48125.39697270000,899.81404941900,45
157478,"172317215007","0172317215007","1723","172","15","007",43996.00097660000,878.77592432500,41
157479,"172317214016","0172317214016","1723","172","14","016",88536.29052730000,1220.30097520000,82
157849,"172128309002","0172128309002","1721","283","09","002",68769.38867190000,1046.31107104000,64
158630,"172316422001","0172316422001","1723","164","22","001",48306.29248050000,862.17262011300,45
158804,"172316418002","0172316418002","1723","164","18","002",91296.03027340000,1213.51862768000,85
158805,"172316418001","0172316418001","1723","164","18","001",87480.14550780000,1185.45664459000,81
158850,"172316419001","0172316419001","1723","164","19","001",246310.56201200000,2412.02044381000,229
158851,"172316420001","0172316420001","1723","164","20","001",209530.70166000000,2291.17670747000,195
158875,"172316121017","0172316121017","1723","161","21","017",158295.46289100000,2406.49951913000,147
158876,"172316121016","0172316121016","1723","161","21","016",58705.76904300000,1005.01387800000,55
158878,"172318202010","0172318202010","1723","182","02","010",191614.42773400000,1827.99840649000,178
158881,"172318202011","0172318202011","1723","182","02","011",503091.29003900000,2919.48423486000,467
158943,"172309403084","0172309403084","1723","094","03","084",81499.26904300000,2186.80323885000,76
158944,"172309404037","0172309404037","1723","094","04","037",52702.43701170000,893.46806260700,49
159243,"172111401043","0172111401043","1721","114","01","043",192918.91406300000,3635.78197546000,179
159340,"172328400003","0172328400003","1723","284","00","003",641811.73095700000,3576.46008703000,596
159362,"172320100002","0172320100002","1723","201","00","002",26685978.31790000000,20302.11985820000,24792
159363,"172320100001","0172320100001","1723","201","00","001",465176.84668000000,5121.89584337000,432
159364,"172133100003","0172133100003","1721","331","00","003",19707424.28420000000,21215.27711270000,18309
159373,"172133200002","0172133200002","1721","332","00","002",3356951.30322000000,9894.02531495000,3119
159376,"172133301001","0172133301001","1721","333","01","001",2375574.94971000000,7748.11585947000,2207
159402,"172101400001","0172101400001","1721","014","00","001",1679445.05469000000,10251.88228660000,1560
159403,"172101400002","0172101400002","1721","014","00","002",1713854.12842000000,6893.78219850000,1592
159404,"172108200004","0172108200004","1721","082","00","004",419626.73535200000,2869.93221032000,390
159405,"172108200003","0172108200003","1721","082","00","003",2602764.73633000000,8238.28055087000,2418
159408,"172115000019","0172115000019","1721","150","00","019",100596.26074200000,1327.80765913000,93
159427,"172303400001","0172303400001","1723","034","00","001",8792197.94238000000,13547.60205790000,8168
159428,"172303300003","0172303300003","1723","033","00","003",2373222.07275000000,6311.80029708000,2205
159505,"172305105025","0172305105025","1723","051","05","025",470641.94238300000,6935.36650537000,437
159835,"172110000022","0172110000022","1721","100","00","022",38450.97070310000,987.09705113100,36
159842,"172109101002","0172109101002","1721","091","01","002",353120.74365200000,3117.30862689000,328
159870,"172307400003","0172307400003","1723","074","00","003",1967536.53320000000,5831.09397607000,1828
159872,"172307100002","0172307100002","1723","071","00","002",15180105.25980000000,29706.76952150000,14103
159874,"172300000182","0172300000182","1723","000","00","182",202578.59033200000,1884.18495134000,188
159876,"172300000037","0172300000037","1723","000","00","037",182682.87744100000,1848.54041187000,170
159878,"172300000038","0172300000038","1723","000","00","038",86315.37646480000,1175.66722705000,80
159882,"172308311001","0172308311001","1723","083","11","001",44204.69824220000,872.66848607000,41
159889,"172303300002","0172303300002","1723","033","00","002",43812.17138670000,909.41662363700,41
160013,"172103201001","0172103201001","1721","032","01","001",6084026.54150000000,14417.84880030000,5652
160020,"172103201003","0172103201003","1721","032","01","003",6084026.54150000000,14417.84880030000,5652
160024,"172103102001","0172103102001","1721","031","02","001",259974.93408200000,2034.48715588000,242
160028,"172103102009","0172103102009","1721","031","02","009",151146.10009800000,2854.04227548000,140
160032,"172122000002","0172122000002","1721","220","00","002",36840.70068360000,898.78947811500,34
160034,"172122000003","0172122000003","1721","220","00","003",53305.18261720000,999.13246295900,50
161156,"172128207005","0172128207005","1721","282","07","005",180092.31982400000,1798.60393615000,167
161159,"172128207006","0172128207006","1721","282","07","006",835249.14502000000,4468.80024148000,776
161291,"172128100052","0172128100052","1721","281","00","052",34086.06933590000,759.41978696300,32
161293,"172128100053","0172128100053","1721","281","00","053",43009.84130860000,888.96364044200,40
161296,"172128100060","0172128100060","1721","281","00","060",212200.13134800000,2123.68507649000,197
161776,"172114200001","0172114200001","1721","142","00","001",130129.47119100000,1526.03699726000,121
161933,"172307309017","0172307309017","1723","073","09","017",65804.56445310000,1041.03115105000,61
162382,"172307303008","0172307303008","1723","073","03","008",82977.39501950000,1527.19277355000,77
162786,"172112303032","0172112303032","1721","123","03","032",125389.81347700000,6558.28640270000,116
162967,"172308306064","0172308306064","1723","083","06","064",60536.04833980000,984.20289415800,56
162968,"172308306065","0172308306065","1723","083","06","065",69621.07958980000,1063.55071315000,65
163169,"172101301003","0172101301003","1721","013","01","003",101195.60498000000,1337.13454953000,94
163170,"172101301002","0172101301002","1721","013","01","002",120991.51660200000,1490.04120383000,112
163210,"172111200001","0172111200001","1721","112","00","001",37357.23242190000,790.45171775300,35
163218,"172129106005","0172129106005","1721","291","06","005",192450.24951200000,2047.53359338000,179
163219,"172129202001","0172129202001","1721","292","02","001",270957.45654300000,2855.86437672000,252
163228,"172317200009","0172317200009","1723","172","00","009",686307.24169900000,3596.56884028000,638
163281,"172119308002","0172119308002","1721","193","08","002",38189.25927730000,803.58240778000,35
163282,"172119308003","0172119308003","1721","193","08","003",36027.50781250000,759.88527342300,33
163283,"172119308001","0172119308001","1721","193","08","001",66669.95507810000,1075.20160778000,62
163284,"172119308004","0172119308004","1721","193","08","004",55675.67578130000,947.98016378200,52
163668,"172106301001","0172106301001","1721","063","01","001",680440.77148400000,4694.47383544000,632
163747,"172119000028","0172119000028","1721","190","00","028",406544.36816400000,2551.79052878000,378
163749,"172120000040","0172120000040","1721","200","00","040",65914.07421880000,1166.44013935000,61
163784,"172108200006","0172108200006","1721","080","00","006",859176.01416000000,5912.14295341000,798
163908,"172121104005","0172121104005","1721","211","04","005",101414.66015600000,1313.78215932000,94
163909,"172121104006","0172121104006","1721","211","04","006",323955.03515600000,2281.95227353000,301
163910,"172121104002","0172121104002","1721","211","04","002",289877.76269500000,2360.21855591000,269
163911,"172121104007","0172121104007","1721","211","04","007",206331.09179700000,1905.76238232000,192
163913,"172300000123","0172300000123","1723","000","00","123",1685847.70020000000,5195.18769194000,1566
163915,"172300000290","0172300000290","1723","000","00","290",407022.20800800000,3197.73745206000,378
163917,"172300000289","0172300000289","1723","000","00","289",421220.47021500000,3215.44199255000,391
163918,"172128212013","0172128212013","1721","282","12","013",48732.37548830000,1041.02627115000,45
163931,"172128300142","0172128300142","1721","283","00","142",91446.21044920000,1287.84937425000,85
163936,"172105400002","0172105400002","1721","054","00","002",1437675.48486000000,6181.71214953000,1336
163937,"172105400001","0172105400001","1721","054","00","001",72194.21826170000,1280.16831036000,67
163943,"172302300002","0172302300002","1723","023","00","002",67702.64111330000,1055.49114838000,63
163947,"172302300001","0172302300001","1723","023","00","001",185486.65478500000,3316.88909045000,172
163954,"172302200002","0172302200002","1723","022","00","002",13507390.64310000000,18094.40924060000,12549
163955,"172302300004","0172302300004","1723","023","00","004",39695.75048830000,1832.79535477000,37
164123,"172318102002","0172318102002","1723","181","02","002",39511.59277340000,778.31183701600,37
164150,"172130100002","0172130100002","1721","301","00","002",1420991.84619000000,5048.77844943000,1320
164151,"172130100001","0172130100001","1721","301","00","001",177408.12890600000,2213.41975625000,165
164155,"172112417004","0172112417004","1721","124","17","004",419401.52050800000,2701.18008994000,390
164156,"172112417003","0172112417003","1721","124","17","003",452117.15185500000,2819.82149294000,420
164158,"172120102002","0172120102002","1721","201","02","002",729246.40771500000,3793.55489527000,677
164159,"172120401004","0172120401004","1721","204","01","004",183215.40771500000,1833.10123593000,170
164854,"172308306058","0172308306058","1723","083","06","058",38880.17041020000,2228.80884200000,36
164891,"172308306061","0172308306061","1723","083","06","061",62545.02148440000,3041.65438523000,58
164958,"172129405047","0172129405047","1721","294","05","047",46914.05859380000,1325.28437540000,44
165029,"172133300007","0172133300007","1721","333","00","007",475673.28418000000,3525.84608612000,442
165629,"172308420059","0172308420059","1723","084","20","059",40972.84960940000,3305.89148245000,38
165631,"172308420060","0172308420060","1723","084","20","060",224362.98730500000,5157.88694869000,208
165781,"172308420062","0172308420062","1723","084","20","062",110306.72509800000,5252.41726871000,102
165802,"172308101067","0172308101067","1723","081","01","067",134508.98925800000,5435.29841334000,125
165819,"172308404003","0172308404003","1723","084","04","003",405335.81152300000,2523.32164718000,377
165820,"172308404004","0172308404004","1723","084","04","004",234990.40185500000,2367.01922171000,218
165870,"172110320022","0172110320022","1721","103","20","022",74863.07421880000,1190.66983137000,70
165871,"172110320023","0172110320023","1721","103","20","023",57641.04394530000,990.45710264700,54
166300,"172318101108","0172318101108","1723","181","01","108",274250.95947300000,3608.32075922000,255
166638,"172110109002","0172110109002","1721","101","09","002",1499107.81494000000,5948.99375545000,1393
166640,"172110100002","0172110100002","1721","101","00","002",54395.49560550000,1385.22653403000,51
168689,"172105200001","0172105200001","1721","052","00","001",117293.74218800000,1671.33393324000,109
168720,"172309402020","0172309402020","1723","094","02","020",96793.11035160000,1461.83666978000,90
168728,"172317213020","0172317213020","1723","172","13","020",47822.80126950000,1005.33053932000,44
168772,"172118140011","0172118140011","1721","181","40","011",44203.10449220000,2590.43041338000,41
168775,"172118140017","0172118140017","1721","181","40","017",48806.73730470000,3327.73219615000,45
168804,"172316300010","0172316300010","1723","163","00","010",4001842.90137000000,8776.91918103000,3718
168808,"172316300004","0172316300004","1723","163","00","004",1036860.67725000000,4951.90895272000,963
168916,"172318206003","0172318206003","1723","182","06","003",34608.91259770000,2714.05082880000,32
169008,"172116008002","0172116008002","1721","160","08","002",92776.98925780000,2678.09577081000,86
169078,"172111201002","0172111201002","1721","112","01","002",1234705.81396000000,4686.37317442000,1147
169079,"172111201004","0172111201004","1721","112","01","004",2904515.47900000000,7666.55706907000,2698
169080,"172111201003","0172111201003","1721","112","01","003",1503772.92285000000,7076.61762285000,1397
169081,"172111201001","0172111201001","1721","112","01","001",399274.58935500000,2916.75122427000,371
169082,"172111201005","0172111201005","1721","112","01","005",611876.39697300000,3676.58370822000,568
169124,"172129405020","0172129405020","1721","294","05","020",168200.53564500000,1743.47052517000,156
169131,"172111302001","0172111302001","1721","113","02","001",1223040.58496000000,4837.25028068000,1136
169132,"172111302002","0172111302002","1721","113","02","002",585333.80664100000,3427.96837041000,544
169133,"172111302003","0172111302003","1721","113","02","003",305048.85986300000,2251.90292659000,283
169134,"172111302004","0172111302004","1721","113","02","004",211096.75683600000,2179.09363538000,196
169330,"172114204003","0172114204003","1721","142","04","003",61410.95410160000,1303.57936607000,57
169332,"172114204001","0172114204001","1721","142","04","001",372490.79345700000,2546.75500811000,346
169333,"172114204002","0172114204002","1721","142","04","002",278154.21630900000,2092.98120524000,258
169334,"172114205001","0172114205001","1721","142","05","001",247602.11425800000,2048.51050698000,230
169335,"172112425006","0172112425006","1721","124","25","006",50507.17724610000,955.41052758600,47
169368,"172110000046","0172110000046","1721","100","00","046",529582.76757800000,5927.91143986000,492
169373,"172305217003","0172305217003","1723","052","17","003",81000.48144530000,1181.83700300000,75
169375,"172305217004","0172305217004","1723","052","17","004",122156.74169900000,1547.99915990000,113
169391,"172119300021","0172119300021","1721","193","00","021",91003.83300780000,2471.62693947000,85
169405,"172111102212","0172111102212","1721","111","02","212",59444.58935550000,3036.04336684000,55
169559,"172110200002","0172110200002","1721","102","00","002",384059.64843800000,3832.14844737000,357
169562,"172110200003","0172110200003","1721","102","00","003",2344119.43994000000,6309.39419270000,2178
169784,"172327300001","0172327300001","1723","273","00","001",2314169.69385000000,9620.07810819000,2150
169785,"172327301001","0172327301001","1723","273","01","001",1999310.11572000000,6544.74769579000,1857
169786,"172327200001","0172327200001","1723","272","00","001",7693341.62354000000,17630.87609240000,7147
169788,"172327100001","0172327100001","1723","271","00","001",8482477.52832000000,19072.67809930000,7881
169800,"172305217005","0172305217005","1723","052","17","005",57788.51123050000,964.08327969000,54
169823,"172104200003","0172104200003","1721","042","00","003",1769723.50195000000,7071.91877602000,1644
169885,"172113300004","0172113300004","1721","133","00","004",88273.32568360000,1818.77786876000,82
169886,"172113300001","0172113300001","1721","133","00","001",2333859.67334000000,8873.67892414000,2168
169887,"172113300002","0172113300002","1721","133","00","002",4366875.51514000000,9887.02934583000,4057
169889,"172114400002","0172114400002","1721","144","00","002",344316.09326200000,3143.31997668000,320
169891,"172114400005","0172114400005","1721","144","00","005",104043.47460900000,1264.97906571000,97
169893,"172114400004","0172114400004","1721","144","00","004",106321.16503900000,1938.36433295000,99
169896,"172114400003","0172114400003","1721","144","00","003",239069.10644500000,2189.68402458000,222
169898,"172114400001","0172114400001","1721","144","00","001",2570821.17480000000,8267.38128733000,2388
169900,"172114401001","0172114401001","1721","144","01","001",2079339.17529000000,6414.02951669000,1932
169906,"172128300143","0172128300143","1721","283","00","143",261598.97656300000,2206.51843035000,243
169907,"172128300144","0172128300144","1721","283","00","144",149688.84179700000,1697.79345382000,139
170204,"172129106009","0172129106009","1721","291","06","009",169974.69824200000,1676.04624634000,158
170205,"172129106007","0172129106007","1721","291","06","007",111759.29980500000,1668.31212664000,104
170206,"172129106008","0172129106008","1721","291","06","008",132073.80371100000,1535.72018169000,123
170445,"172321300001","0172321300001","1723","213","00","001",2550949.79346000000,10561.28280220000,2370
170626,"172120402001","0172120402001","1721","204","02","001",3271859.39941000000,8129.39702883000,3040
171492,"172307401013","0172307401013","1723","074","01","013",64289.24804690000,1016.79055483000,60
171493,"172307401008","0172307401008","1723","074","01","008",81804.45654300000,1198.44683657000,76
171494,"172307401007","0172307401007","1723","074","01","007",64982.93603520000,1023.37643927000,60
171495,"172307401001","0172307401001","1723","074","01","001",586349.50976600000,3929.80306944000,545
171523,"172103103006","0172103103006","1721","031","03","006",1668685.90430000000,6323.34509220000,1550
171525,"172103103003","0172103103003","1721","031","03","003",244480.28759800000,10564.78718200000,227
171541,"172122201016","0172122201016","1721","222","01","016",379980.03759800000,2458.91435987000,353
171545,"172112303079","0172112303079","1721","123","03","079",105500.77490200000,1409.49677674000,98
171547,"172112303080","0172112303080","1721","123","03","080",64335.75732420000,1011.27711565000,60
